VocabularyId;Ordinal;English;Persian
387;1;The new generation has a real knowledge of environment protection and stays alert to the risk of animal exploitation. ;نسل جدید یک دانش واقعی در مورد حفاظت محیط زیست داشته و از خطر استفاده از حیوانات آگاه است. 
387;2;Taking notes is one of the best ways to stay alert in lectures.;نت برداشتن یکی از بهترین راهها برای هوشیار ماندن در زمان سخنرانی است. 
388;1;It is necessary to carefully measure and control any activity that is likely to pose a threat on the survival of species. ;لازم است هر فعالیتی را که محتملاً تهدیدی برای زنده مانده گونه ها به حساب می آید، به دقت اندازه گیری و کنترل کرد. 
388;2;Officials claim the chemical poses no real threat.;مسئولین ادعا می کنند که این ماده شیمیایی هیچ تهدید جدی را به همراه ندارد. 
389;1;It is only a matter of time before we are able to clone human beings.;تنها مسئله، زمانی است که طول می کشد تا ما قادر باشیم انسانی را شبیه سازی کنیم. 
389;2;The process allowed Scottish scientists to clone the sheep named Dolly.;فرآیند به دانشمندان اسکاتلندی این اجازه را داد که گوسفندی را به اسم دالی شبیه سازی کنند. 
390;1;We are already starting to see the effects of global warming.;ما شاهد شروع اثرات گرم شدن زمین هستیم. 
391;1;Science has transformed the way we eat today using new fertilizers and pesticides.;علم روش خوردن امروز ما را با استفاده از کودها و آفت کش ها تغییر داده است. 
391;2;Increased population has transformed the landscape.;جمعیت افزایش یافته، فضای سبز را تغییر داده است. 
392;1;These science-based technologies triggered striking changes in agriculture, increasing the amount of food available to feed the world.;این فن آوری های علمی تغییرات محسوسی را در کشاورزی بوجود آورده و میزان غذای موجود برای تغذیه جهان را افزایش داده است. 
392;2;Certain forms of mental illness can be triggered by food allergies. ;اشکال خاصی از بیماری های ذهنی می توانند به خاطر حساسیت های به غذا بوجود آیند. 
393;1;From the eradication of smallpox, to the prevention of nutritional disorders, the impact of modern medicine on global health has been powerful.;از ریشه کن سازی آبله تا جلوگیری از نارسایی های غذایی، اثر داروهای مدرن برروی بهداشت جهانی بسیار قدرتمند بوده است. 
393;2;This problem has now been completely eradicated.;این مشکل درحال حاضر کاملاً ریشه کن شده است. 
394;1;Without science, many people alive today would have instead died of diseases that are now easily treated.;بدون علم، بسیاری از مردم زنده امروز، ممکن بود به خاطر بیماری هایی که الان درمان شده اند، می مردند. 
394;2;The animals died of starvation in the snow.;حیوانات به خاطر گرسنگی در برف مردند. 
395;1;Scientists have made a major breakthrough in the treatment of cancer.;دانشمندان به یک پیشرفت ناگهانی در درمان سرطان رسیدند. 
395;2;Scientists are claiming a major breakthrough in the treatment of AIDS.;دانشمندان در حال حاضر ادعا می کنند به یک پیشرفت در درمان ایدز رسیده اند. 
396;1;Science is inclusive - a part of our daily lives: all day, every day, everywhere we go.;علم بسیار جامع است – بخشی از زندگی روزمره مان: همه روز، هر روز و هرجایی که می رویم. 
396;2;Children aged 9 to 16 inclusive are welcome to enrol on the course.;بچه های بین سن 9 و 16 (به علاوه 16) برای ثبت نام در این دوره پذیرش می شوند. 
397;1;Establish the cause ;علت چیزی را یافتن
397;2;It's our job to establish the cause of the fire.;این وظیفه ماست که دلیل آتش سوزی را بیابیم. 
397;3;Root cause;دلیل اصلی
397;4;The cost of the project was enormous, but it was not the root cause of its failure.;هزینه پروژه زیاد بود، اما این دلیل اصلی ناکامی آن نبود. 
397;5;Cause of ;دلیل…
397;6;Cancer is the leading cause of death for Americans in their forties.;سرطان دلیل اصلی مرگ و میر برای آمریکایی ها در سن 40 سالگی است. 
398;1;Knock-on effect;اثر غیرمستقیم
398;2;This morning's delays to flights have had a knock-on effect on departures all day.;تاخیرهای امروز صبح در پروازها، اثرغیرمستقیمی بر تمام پروازهای خروجی در طول روز داشت. 
398;3;Ill effect;اثر بد
398;4;Many people are expected to suffer the ill effects of the rise in interest rates. ;انتظار می رود افراد زیادی از اثرات بد/مضر افزایش نرخ سود بانکی رنج ببرند. 
399;1;Poor living conditions breed violence and resentment. ;شرایط بد زندگی سبب ایجاد خشونت و رنجش می شود. 
400;1;The lack of rain could spell disaster for farmers.;کمی باران برای کشاورزان فاجعه بوجود آورد. 
400;2;The strike could spell disaster for the country. ;اعتصاب مشکلات بسیار جدید برای کشور به ارمغان خواهد آورد. 
401;1;Lucy had no compelling reason to go into town.;لوسی دلیل متقاعدکننده ای برای رفتن به شهر نداشت. 
401;2;There must have been some compelling reason for his bad behaviour. ;باید دلایل قوی و متقاعدکننده ای برای رفتار بد او وجود داشته باشد. 
402;1;Warnings of dire consequences that often don't come true.;اخطارهایی در مورد عواقب جدی که اغلب به حقیقت نمی پیوندد. 
402;2;The government must have known there would be dire consequences. ;دولت حتما می دانسته که نتایج بسیار جدی در پی خواهد بود. 
403;1;Stress is a contributing factor in many illnesses.;استرس یک عامل اثربخش در بسیاری از بیماری هاست. 
403;2;His parents' financial problems might be a contributing factor but he refused to give me a reason. ;مشکلات مالی پدرومادرش ممکن است یکی از عوامل دخیل بوده باشد اما او به من دلیل آن را ارائه نکرد. 
404;1;Rain has continued to play havoc with sporting events.;باران همچنان رویدادهای ورزشی را به هم ریخته است. 
404;2;The new policies will wreak havoc on the country's economy.;سیاست های جدید خسارت های جدی بر اقتصاد کشور خواهند گذاشت. 
405;1;Smoking causes cancer. (Cause + noun);سیگار کشیدن سبب ایجاد سرطان می شود. 
405;2;The crisis caused oil prices to go up dramatically.  (Cause + something + to + verb);بحران باعث شد قیمت های نفت به صورت محسوسی افزایش یابد. 
405;3;At first, the news caused people to panic.;در ابتدا، اخبار باعث دستپاچگی مردم شد. 
406;1;The research could eventually lead to a cure for many serious illnesses.;تحقیقات می تواند سرانجام منجر به رسیدن به درمانی برای بسیاری از بیماری های خطرناک شود. 
406;2;Cutting spending budgets will inevitably lead to poorer quality public services.;کم کردن بودجه های خرج شده به ناچار منجر به خدمات عمومی با کیفیت پایین تر می شود. 
407;1;Many household fires result in death or serious injury. (Result in + noun);بسیاری از آتش سوزی های خانگی سبب مرگ و جراحت جدی می شود. 
407;2;Low levels of vitamin D can result in a softening of the bones.;سطوح پایین ویتامین D می تواند سبب نرمی استخوان ها شود. 
408;1;Science and technology often create more problems than they solve. (Create + noun);علم و تکنولوژی اغلت بیش از آنکه مشکلی را حل کنند، مشکلاتی را بوجود می آورند. 
408;2;The coach’s job is to create the conditions for success.;وظیفه مربی، ایجاد شرایط برای رسیدن به موفقیت است. 
409;1;The war brought about enormous social change.;جنگ تغییر اجتماعی بزرگی را باعث شد. 
409;2;So far, all attempts to bring about peace have failed.;تا به حال، تمام تلاشها برای رسیدن به صلح ناکام مانده است. 
410;1;Poor performance in exams can give rise to depression and even thoughts of suicide.;ضعف در امتحانات می تواند باعث بوجود آمدن افسردگی و حتی فکر برای خودکشی می شود. 
410;2;Drinking unfiltered water can give rise to health problems.;نوشیدن آب تصفیه نشده می تواند باعث بوجود آمدن مشکلات سلامتی شود. 
411;1;Certain foods can trigger allergies.;غذاهای خاصی می تواند سبب بوجود آمدن آلرژی شود. 
411;2;If oil prices keep rising, this could trigger an economic crisis.;اگر قیمت نفت به همین صورت افزایش یابد، می تواند یک بحران اقتصادی را بوجود آورد. 
412;1;Meningitis results from an inflammation around the brain.;مننژیت از یک تورم در اطراف مغز ایجاد می شود. 
412;2;These conditions result from a combination of economic and social factors.;این شرایط از ترکیب عوامل اقتصادی و اجتماعی نتیجه می شود. 
413;1;A number of problems arose from the break-up of the former Soviet Union.;مشکلات متعددی از ازهم پاشیدگی شوروی سابق نتیجه شد. 
413;2;People are now much more aware of the dangers arising from dust.;مردم درحال حاضر در مورد خطرات ناشی از گردوخاک بیشتر آگاهند. 
414;1;His emotional problems stemmed from an unhappy childhood.;مشکلات روحی او از یک دوران کودکی ناراحت نتیجه می شود. 
414;2;The present difficulties stem from the recession and the collapse of the housing market.;مشکلات موجود از رکود اقتصادی و خرابی بازار مسکن نتیجه می شود. 
415;1;No one knows exactly what causes the disease. Genetic factors are thought to play a part.;هیچکس دقیقاً نمی داند چه چیزی باعث این مشکل می شود. اعتقاد می رود در بروز این مشکل عوامل ژنتیکی نقش ایفا می کنند. 
415;2;The rioting in the capital played a major part in the collapse of the government.;شورش در پایتخت نقش مهمدی در براندازی دولت بازی کرد. 
416;1;Public pressure against nuclear power was definitely a factor in their decision.;فشار عموم در مقابل نیروی هسته ای قطعاً عاملی در تصمیم گیری آنها بود. 
416;2;The parent's influence is a major factor in a child's progress at school. ;تاثیر پدر و مادر یک عامل بزرگ در پیشرفت یک بچه در مدرسه می باشد. 
417;1;Methane gas is known to contribute to the greenhouse effect.;گاز متان یکی از عوامل اثر گلخانه ای به شمار می رود. 
417;2;Television often gets blamed for contributing to the decline of family life.;تلویزیون اغلب به عنوان عامل موثر در کاهش زندگی خانوادگی مورد سرزنش قرار می گیرد. 
417;3;Passive smoking could contribute to the development of respiratory diseases among nonsmokers.;سیگار کشیدن منفعل یکی از عوامل بوجود آمدن بیماری های تنفسی بین غیرسیگاری ها به شمار می آید. 
418;1;Weber demonstrated that culture and religion influenced economic development.;وبر نشان داد که فرهنگ و مذهب برروی توسعه اقتصادی تاثیر دارد. 
418;2;Genetic factors may influence how the central nervous system reacts to nicotine.;عوامل ژنتیکی ممکن است بر چگونگی واکنش سیستم عصبی مرکزی برروی نیکوتین تاثیر بگذارد. 
419;1;Housework can become a major source of conflict between couples.;کارهای خانه می تواند یک منبع بزرگ تنش بین زوج ها باشد. 
419;2;Further study was necessary to identify the source of the infection.;برای شناسایی منبع عفونت نیاز به تحقیقات بیشتر بود. 
420;1;They failed to get to the root of the problem. ;آنها نتوانستند ریشه مشکل را بیابند. 
420;2;Bad experiences in childhood lie at the root of many psychological disorders. ;تجربیات بد در کودکی ریشه بسیاری از اختلالات روانی است. 
421;1;We oppose the bill, on the grounds that it discriminates against women.;ما با لایحه مخالفت می کنیم زیرا برضد زنان تبعیض قائل می شود. 
421;2;Zoe was awarded compensation on the grounds that the doctor had been negligent.;زوو غرامت دریافت کرد به خاطر اینکه دکتر او سهل انگاری کرده بود. 
422;1;Problems that ensue from food and medical shortages;مشکلاتی که از کمبود غذا و دارو رخ دادند. 
422;2;When police told them to leave, an argument ensued.;وقتی پلیس به آنها گفت که آنجا را ترک کنند، یک دعوا رخ داد.
423;1;What prompted you to buy that suit?;چه چیزی باعث شد تصمیم بگیری آن کت و شلوار را بخری؟
423;2;It was reading his book that prompted me to write to him.;خواندن این کتاب بود که باعث شد من برای او بنویسم.
424;1;She was told to wear flat shoes, on account of her back problem.;به او گفته شد که به خاطر مشکل کمردردش کفش های تخت بپوشد.
424;2;Games are often canceled on account of rain.;بازی ها اغلب به خاطر باران کنسل می شوند. 
425;1;Owing to a lack of funds, the project will not continue next year.;به خاطر کمبود سرمایه، پروژه تا سال آینده ادامه نخواهد داشت. 
425;2;Flight BA213 has been delayed owing to fog.;پرواز BA213 به خاطر مه تاخیر پیدا کرده است. 
426;1;I drove at a steady 50 mph so as to save fuel.;من با سرعت 50 مایل در ساعت مدام رانندگی کردم تا در مصرف سوخت صرفه جویی کنم. 
426;2;We went along silently on tiptoe so as not to disturb anyone.;ما روی نک پا آهسته رفتیم تا کسی را اذیت نکنیم. 
427;1;A campaign with the aim of helping victims of crime.;یک کمپین به هدف کمک به قربانیان جنایت.
427;2;The center does research with the aim of improving the lives of poor Americans.;مرکز تحقیقاتی را به هدف بهبود زندگی آمریکاییان فقیر انجام می دهد. 
428;1;Samuel trained every day in order to improve his performance.;ساموئل هر روز تمرین می کرد تا راندمان خود را بالا ببرد. 
428;2;In order to understand how the human body works, you need to have some knowledge of chemistry.;بری فهمیدن آنکه بدن انسان چگونه کار می کند، شما لازم است دانش شیمی داشته باشید. 
429;1;What do you suppose the killer's motive was?;فکر می کنی هدف قاتل چه بود؟
429;2;The police believe the motive for this murder was jealousy.;پلیس براین باور است که انگیزه این قتل حسادت بوده است. 
429;3;The motives behind the decision remain obscure.;انگیزه های پشت این تصمیم مشخص نیست. 
430;1;The court ruled that the crash was due to pilot error.;دادگاه رای براین داد که تصادف به خاطر اشتباه خلبان بوده است.
430;2;She has been absent from work due to illness.;او به خاطر مریضی از کار غیبت داشت. 
430;3;Attendance at the meeting was small, due in part to the absence of teachers.;شرکت کنندگان در جلسه کم بودند، تاحدودی به خاطر غیبت معلمین.
431;1;Many believe that poverty is a direct consequence of overpopulation.;بسیاری براین باورند که فقر نتیجه مستقیم جمعیت زیاد است. 
431;2;The economic consequences of their decision are enormous.;عواقب اقتصادی تصمیم آنها بسیار زیاد است.
432;1;We've reached our goal of $50,000, thanks to the generosity of the public.;ما به هدفمان که 50،000 دلار بود به شکرانه سخاوتمندی مردم رسیدیم. 
432;2;Some ski resorts opened early, thanks to a late-October snowstorm.;برخی مکانهای اسکی به خاطر بارش برف اول اکتبر باز شد. 
